button;text
Бот створений за підтримки;"«Зроблено дівчатами для  дівчат. Зміст цього чат-боту  є одноособовою відповідальністю ГО «ВІСЬ» і за жодних обставин не може вважатись як такий, що відображає позицію будь яких донаторів.

«Здійснено  Вінницькою громадською організацією «Інформаційно-просвітницький центр «ВІСЬ» (ГО «ВІСЬ») та ініціативою Women First! в рамках програми міні-грантів ГО Центр «Жіночі перспективи» за фінансової підтримки Фундації «Інститут відкритого суспільства»

Розвиток та підтримка  боту  реалізується за  кошти, отримані ГО «ВІСь» від Global Fund for Women на підтримку програм для дівчат."

